State,District,City,Latitude,Longitude,Population,Year,Murder,Attempt_to_Murder,Kidnapping_Abduction,Rape,Assault,Riots,Theft,Burglary,Robbery,Dacoity,Auto_Theft,Cheating_Fraud,Cyber_Crime,Dowry_Deaths,Domestic_Violence,Drug_Offences,Arms_Act_Offences,Total_Estimated_Crimes
Bihar,Siwan,Sahuli,26.1118,84.3485,10688.0,2022,0,0,0,0,1,0,9,3,1,0,3,2,1,0,2,0,0,26
Bihar,Saharsa,Sahuria,25.8197,86.6132,10519.0,2022,0,0,0,0,1,0,16,5,0,0,4,3,2,0,1,1,1,34
Bihar,Vaishali,Saidabad,25.5489,85.3087,8614.0,2022,0,0,0,0,1,0,7,4,1,0,2,2,1,0,1,1,0,20
Bihar,Khagaria,Saidpur,25.5436,86.564,15008.0,2022,0,0,0,0,2,0,17,5,3,0,5,2,2,0,2,1,0,43
Bihar,Bhagalpur,Saidpur Dabra,25.3207,87.1793,41734.0,2022,0,0,2,0,5,1,60,24,5,1,16,6,7,0,7,3,1,157
Bihar,Bhojpur,Sakaddi,25.5771,84.7554,8851.0,2022,0,0,0,0,1,0,7,3,2,0,3,2,2,0,1,0,0,23
Bihar,Nalanda,Sakardih,25.228,85.3546,16447.0,2022,0,0,1,0,1,0,28,4,2,0,5,4,2,0,3,1,0,53
Bihar,Samastipur,Sakhmohan,25.6325,85.9859,12939.0,2022,0,0,0,0,2,0,17,6,1,0,4,2,3,0,3,1,1,44
Bihar,Supaul,Sakhua,26.1734,86.7624,8553.0,2022,0,0,0,0,1,0,7,2,1,0,3,2,0,0,1,0,0,20
Bihar,Madhubani,Sakri,26.2197,86.0853,18002.0,2022,0,0,0,0,2,0,29,5,2,0,5,3,3,0,4,1,1,50
Bihar,Patna,Saksohara,25.3635,85.7013,11961.0,2022,0,0,0,0,0,0,13,5,1,0,4,2,2,0,2,1,0,33
Bihar,Katihar,Salehpur,25.6119,87.2973,9546.0,2022,0,0,0,0,1,0,12,2,2,0,2,1,1,0,1,1,0,23
Bihar,Gopalganj,Salempur,26.4588,84.6517,12818.0,2022,0,0,0,0,1,0,20,4,2,0,4,2,2,0,3,1,0,44
Bihar,Lakhisarai,Salimpur,25.248,86.2347,14314.0,2022,0,0,0,0,2,0,21,8,2,0,5,4,3,0,2,1,1,52
Bihar,Saharsa,Salkhua,25.6677,86.6002,9757.0,2022,0,0,0,0,1,0,11,5,2,0,3,2,0,0,1,0,0,29
Bihar,Saran,Samahuta,25.8542,84.6614,11266.0,2022,0,0,0,0,1,0,12,5,2,0,3,2,2,0,2,1,0,28
Bihar,Nawada,Samai,24.9788,85.5861,12697.0,2022,0,0,0,0,2,0,12,5,1,0,4,3,3,0,2,1,0,37
Bihar,Samastipur,Samastipur,25.8629,85.7811,253136.0,2022,4,5,9,8,27,9,400,137,43,7,74,69,70,1,60,18,21,1053
Bihar,Purba Champaran,Sambhu Chak,26.4081,84.9227,8948.0,2022,0,0,0,0,1,0,13,2,1,0,2,1,2,0,1,0,0,24
Bihar,Katihar,Sandalpur,25.5639,87.5082,9232.0,2022,0,0,0,0,1,0,8,3,0,0,3,1,2,0,2,0,0,25
Bihar,Bhagalpur,Sangalbahita,25.3295,87.3018,10693.0,2022,0,0,0,0,1,0,10,3,2,0,4,2,2,0,2,0,0,27
Bihar,Madhubani,Sangi,26.3237,86.4481,9547.0,2022,0,0,0,0,1,0,14,4,1,0,4,2,1,0,2,1,0,30
Bihar,Madhubani,Sangram,26.3141,86.3515,10899.0,2022,0,0,0,0,2,0,12,4,0,0,2,2,2,0,2,0,0,30
Bihar,Purba Champaran,Sangrampur,26.4752,84.6898,24064.0,2022,0,0,1,1,2,0,25,12,3,0,8,6,6,0,5,2,2,77
Bihar,Begusarai,Sanha,25.402,86.3592,31394.0,2022,0,0,1,1,4,1,32,17,4,0,12,7,7,0,5,3,1,99
Bihar,Begusarai,Sanjat,25.6046,86.0199,8739.0,2022,0,0,0,0,1,0,9,4,1,0,3,2,1,0,1,0,0,22
Bihar,Nawada,Sanrh Majhgawan,24.6845,85.365,19984.0,2022,0,0,0,0,2,0,35,8,2,0,6,5,4,0,4,1,1,63
Bihar,Saran,Sanrha,25.7979,84.7504,8748.0,2022,0,0,0,0,0,0,14,4,1,0,2,1,2,0,0,0,0,26
Bihar,Aurangabad,Sansa,25.0291,84.4597,9148.0,2022,0,0,0,0,1,0,8,4,1,0,3,1,1,0,1,0,0,22
Bihar,Sheikhpura,Sanwas,25.1795,85.7148,8833.0,2022,0,0,0,0,1,0,12,1,0,0,2,2,2,0,2,0,0,26
Bihar,Purba Champaran,Sapahi,26.6517,84.8526,10721.0,2022,0,0,0,0,1,0,10,4,2,0,2,2,2,0,2,1,0,31
Bihar,Samastipur,Sarai Ranjan,25.7671,85.7245,21747.0,2022,0,0,1,1,3,0,32,5,4,0,7,6,4,0,3,1,2,74
Bihar,Bhojpur,Saraiya,25.6467,84.6312,12186.0,2022,0,0,0,0,1,0,13,5,1,0,5,2,2,0,2,1,0,34
Bihar,Samastipur,Sarangpur,25.7389,85.6951,18993.0,2022,0,0,1,1,3,0,29,5,4,0,7,4,4,0,3,0,0,70
Bihar,Siwan,Sarari,26.2523,84.5484,21168.0,2022,0,0,1,0,4,0,22,10,3,0,7,5,3,0,3,0,1,62
Bihar,Nawada,Sarauni,24.8613,85.8712,9061.0,2022,0,0,0,0,1,0,9,3,1,0,3,1,2,0,1,0,0,20
Bihar,Madhepura,Sarauni Kalan,25.7579,86.9392,11011.0,2022,0,0,0,0,1,0,16,3,2,0,4,3,0,0,2,1,0,33
Bihar,Saharsa,Saraunja,25.769,86.5273,9217.0,2022,0,0,0,0,1,0,9,3,1,0,2,1,2,0,1,0,0,21
Bihar,Purba Champaran,Sarea Khas,26.635,84.5483,22428.0,2022,0,0,0,1,4,0,39,6,2,0,5,6,4,0,4,1,1,73
Bihar,Jehanabad,Saren,25.1149,84.9744,14238.0,2022,0,0,0,0,1,0,13,5,0,0,4,3,3,0,2,1,0,38
Bihar,Buxar,Sarenja,25.4449,83.8942,8957.0,2022,0,0,0,0,1,0,7,4,1,0,2,2,2,0,1,0,0,22
Bihar,Muzaffarpur,Sarmastpur,25.949,85.5751,12043.0,2022,0,0,0,0,1,0,19,4,2,0,4,2,2,0,2,0,1,42
Bihar,Nalanda,Sarmera,25.2564,85.7988,9571.0,2022,0,0,0,0,0,0,12,3,1,0,3,3,2,0,1,1,0,29
Bihar,Purba Champaran,Sarotar,26.4291,84.7813,17079.0,2022,0,0,0,0,3,0,20,7,3,0,6,3,4,0,3,1,1,51
Bihar,Madhubani,Sarso,26.2333,86.1768,18969.0,2022,0,0,0,0,2,0,17,8,2,0,7,4,3,0,3,1,1,50
Bihar,Samastipur,Sasan,25.6883,86.1907,14054.0,2022,0,0,0,0,1,0,17,4,2,0,5,3,3,0,2,1,1,43
Bihar,Rohtas,Sasaram,24.95,84.03,358283.0,2022,5,10,29,15,53,16,407,125,49,11,146,71,59,2,67,32,33,1105
Bihar,Madhubani,Satghara,26.3977,86.1678,9108.0,2022,0,0,0,0,0,0,10,3,1,0,3,2,1,0,1,1,0,24
Bihar,Samastipur,Sathmalpur,25.8749,85.8567,11559.0,2022,0,0,0,0,1,0,14,3,2,0,4,3,1,0,2,1,0,33
Bihar,Saharsa,Sattar,25.955,86.5828,12827.0,2022,0,0,0,0,2,0,15,4,2,0,2,2,3,0,1,0,1,36
Bihar,Siwan,Satwar,26.2163,84.512,8824.0,2022,0,0,0,0,1,0,15,3,2,0,3,2,2,0,1,1,0,28
Bihar,Khagaria,Saurh,25.3789,86.8223,21134.0,2022,0,0,1,1,3,0,31,8,4,0,5,3,5,0,4,1,1,67
Bihar,Purba Champaran,Semra,26.6523,85.0872,15338.0,2022,0,0,1,0,2,0,18,7,1,0,5,1,2,0,2,1,1,40
Bihar,Rohtas,Semri,25.3404,84.197,11703.0,2022,0,0,0,0,0,0,13,3,2,0,5,3,3,0,1,1,1,34
Bihar,Pashchim Champaran,Senduria,26.7469,84.6754,11411.0,2022,0,0,0,0,0,0,14,3,2,0,2,3,2,0,2,1,0,31
Bihar,Patna,Seonar,25.4142,85.8834,10788.0,2022,0,0,0,0,1,0,11,4,1,0,4,2,1,0,2,1,0,30
Bihar,Jamui,Sewa,24.8753,86.3257,9185.0,2022,0,0,0,0,1,0,10,1,0,0,4,2,0,0,1,0,0,23
Bihar,Jehanabad,Shahar Telpa,25.133,84.6533,10298.0,2022,0,0,0,0,0,0,16,4,1,0,4,3,2,0,1,1,0,32
Bihar,Bhojpur,Shahpur,25.6029,84.4041,19099.0,2022,0,0,0,1,2,0,30,6,2,0,7,5,3,0,3,1,1,61
Bihar,Samastipur,Shahpur Baghauni,25.8831,85.6859,11520.0,2022,0,0,0,0,1,0,15,4,0,0,3,2,2,0,1,1,1,31
Bihar,Madhepura,Shahpur Chaumukhi,25.7683,86.9049,10098.0,2022,0,0,0,0,1,0,13,2,1,0,3,2,2,0,1,0,0,24
Bihar,Samastipur,Shahpur Undi,25.637,85.6013,10059.0,2022,0,0,0,0,1,0,12,3,2,0,4,2,2,0,1,0,0,28
Bihar,Madhepura,Shahzadpur,25.6541,86.8709,9839.0,2022,0,0,0,0,1,0,12,3,2,0,2,2,2,0,0,0,0,30
Bihar,Madhepura,Shamgarh,25.8935,86.8759,20273.0,2022,0,0,1,0,3,0,28,10,3,0,9,6,4,0,2,1,1,68
Bihar,Begusarai,Shamsa,25.623,85.931,15015.0,2022,0,0,0,0,1,0,21,6,2,0,4,2,2,0,2,0,1,46
Bihar,Aurangabad,Shamshernagar,25.0796,84.454,11890.0,2022,0,0,0,0,1,0,10,4,1,0,4,3,3,0,2,1,1,33
Bihar,Purba Champaran,Shankar Saraiya,26.5967,84.8526,16983.0,2022,0,0,0,0,2,0,25,4,3,0,4,5,4,0,2,0,1,57
Bihar,Araria,Shankarpur,26.1821,87.1552,8849.0,2022,0,0,0,0,1,0,12,3,1,0,2,1,2,0,1,0,0,25
Bihar,Bhagalpur,Shankarpur Khawas,25.2016,87.1496,38092.0,2022,0,1,2,1,5,1,38,16,7,0,14,11,7,0,8,3,3,132
Bihar,Sheikhpura,Sheikhpura,25.1403,85.8508,62927.0,2022,1,0,2,3,10,1,69,19,9,0,25,15,11,0,11,7,6,201
Bihar,Sheohar,Sheohar,26.52,85.3,28116.0,2022,0,0,1,1,3,1,38,8,2,0,9,9,6,0,5,1,1,89
Bihar,Gopalganj,Sher,26.3422,84.621,12375.0,2022,0,0,0,0,2,0,17,4,1,0,2,2,1,0,2,0,0,35
Bihar,Khagaria,Sher Chakla,25.3848,86.6952,13713.0,2022,0,0,1,0,1,0,21,4,2,0,4,3,3,0,3,1,0,45
Bihar,Gaya,Sherghati,24.5617,84.7953,40666.0,2022,1,1,1,2,5,1,42,19,7,1,19,8,7,0,10,3,1,127
Bihar,Patna,Sherpur,25.6539,84.9793,31833.0,2022,0,0,1,1,4,1,29,17,6,0,10,5,7,0,7,2,2,92
Bihar,Saran,Shitab Diara,25.7563,84.6133,13108.0,2022,0,0,0,0,2,0,12,5,1,0,5,4,1,0,1,0,0,39
Bihar,Munger,Sibkund,25.3041,86.399,9141.0,2022,0,0,0,0,1,0,11,3,1,0,2,1,1,0,1,0,0,22
Bihar,Madhubani,Sidhap Kalan,26.5456,86.2346,10706.0,2022,0,0,0,0,1,0,15,4,0,0,4,2,2,0,2,0,1,30
Bihar,Madhubani,Sidhapa,26.5355,86.3355,20075.0,2022,0,0,1,1,1,0,32,7,2,0,5,4,4,0,4,1,2,68
Bihar,Saharsa,Sihaul,25.9405,86.512,11143.0,2022,0,0,0,0,2,0,14,3,1,0,1,2,2,0,2,0,0,33
Bihar,Samastipur,Sihma,25.6992,86.2446,10548.0,2022,0,0,0,0,1,0,16,2,2,0,1,2,1,0,1,0,0,32
Bihar,Munger,Sikandarpur,25.3256,86.5051,9510.0,2022,0,0,0,0,1,0,8,3,1,0,3,1,2,0,0,1,0,25
Bihar,Jamui,Sikandra,24.9564,86.0344,16981.0,2022,0,0,1,0,2,0,15,6,3,0,6,4,3,0,3,1,1,51
Bihar,Katihar,Sikat,25.5186,87.4423,13491.0,2022,0,0,0,0,1,0,12,5,1,0,5,3,3,0,2,1,0,35
Bihar,Madhubani,Siktiahi,26.4812,86.4023,10352.0,2022,0,0,0,0,0,0,12,2,2,0,4,2,1,0,2,0,0,26
Bihar,Nalanda,Silao,25.0836,85.428,26633.0,2022,0,0,1,1,4,1,27,8,5,0,6,7,4,0,6,3,1,80
Bihar,Araria,Simarbani,26.1953,87.1769,9418.0,2022,0,0,0,0,0,0,12,2,1,0,1,0,1,0,1,1,0,25
Bihar,Begusarai,Simaria,25.4221,86.006,24998.0,2022,0,0,1,0,3,0,24,9,5,0,12,8,3,0,5,3,1,86
Bihar,Vaishali,Simarwara Durgapur,25.852,85.4944,10288.0,2022,0,0,0,0,1,0,10,2,2,0,3,2,1,0,1,1,0,27
Bihar,Supaul,Simrahi,26.3135,86.8454,11388.0,2022,0,0,0,0,1,0,14,3,1,0,3,3,3,0,2,0,0,32
Bihar,Buxar,Simri,25.6405,84.1195,19072.0,2022,0,0,1,1,3,0,21,6,1,0,7,4,2,0,3,2,0,55
Bihar,Saharsa,Simri Bakhriarpur,25.7216,86.5937,28588.0,2022,0,0,0,1,4,1,47,8,4,0,8,5,4,0,5,2,2,94
Bihar,Samastipur,Simria,25.9663,85.8324,25017.0,2022,0,0,1,1,3,1,37,12,4,0,11,4,4,0,3,2,2,100
Bihar,Vaishali,Singhara Buzurg,25.7964,85.4539,23109.0,2022,0,0,1,1,4,0,20,9,3,0,8,6,6,0,3,1,1,69
Bihar,Darbhanga,Singhwara,26.1842,85.7368,16204.0,2022,0,0,0,1,2,0,22,4,2,0,5,3,4,0,3,0,1,48
Bihar,Samastipur,Singia,25.8424,86.1622,31760.0,2022,0,0,2,1,3,0,43,15,4,0,10,6,7,0,8,1,2,104
Bihar,Bhojpur,Sinha,25.6902,84.6291,14603.0,2022,0,0,1,0,1,0,18,4,2,0,5,4,2,0,2,1,0,40
Bihar,Nawada,Sirdala,24.6559,85.4092,9741.0,2022,0,0,0,0,1,0,8,4,1,0,2,2,1,0,1,0,0,24
Bihar,Madhepura,Siripur,25.997,86.9599,33417.0,2022,0,0,1,1,4,1,50,10,6,0,9,6,6,0,7,2,3,114
Bihar,Sitamarhi,Sirkhandi Bhitha,26.6244,85.7787,24525.0,2022,0,0,0,0,4,0,21,12,2,0,6,5,4,0,4,2,1,67
Bihar,Bhagalpur,Sirmatpur,25.3235,87.3836,24830.0,2022,0,0,1,1,3,0,24,13,4,0,6,5,5,0,3,3,2,83
Bihar,Katihar,Sirnia,25.4903,87.5892,19240.0,2022,0,0,1,0,3,0,18,9,2,0,6,4,5,0,4,2,1,52
Bihar,Gopalganj,Sirsa,26.2667,84.7403,9548.0,2022,0,0,0,0,1,0,10,4,1,0,3,2,1,0,1,1,0,26
Bihar,Araria,Sirsia Hanumanganj,26.1381,87.1133,11835.0,2022,0,0,0,0,1,0,15,4,2,0,5,3,2,0,2,1,0,34
Bihar,Siwan,Sisai,26.1899,84.5643,13596.0,2022,0,0,0,0,1,0,20,6,1,0,5,2,3,0,2,1,0,46
Bihar,Araria,Sisauna,26.132,87.6231,12897.0,2022,0,0,0,0,0,0,18,4,2,0,4,3,2,0,1,1,0,38
Bihar,Katihar,Sisia,25.4539,87.4549,10925.0,2022,0,0,0,0,1,0,17,3,0,0,3,3,2,0,2,1,0,38
Bihar,Purba Champaran,Siswa,26.7027,84.9133,24039.0,2022,0,0,1,0,4,0,38,7,4,0,10,8,6,0,3,2,2,88
Bihar,Madhubani,Siswar,26.4292,86.4586,10132.0,2022,0,0,0,0,1,0,10,3,2,0,3,2,2,0,1,0,0,26
Bihar,Purba Champaran,Sitalpur,26.405,85.007,12971.0,2022,0,0,0,0,2,0,17,5,2,0,3,3,2,0,2,1,0,41
Bihar,Sitamarhi,Sitamarhi,26.6,85.48,106093.0,2022,2,4,7,4,15,4,130,40,20,3,34,29,26,1,17,13,7,364
Bihar,Nawada,Siur,24.8166,85.6728,11634.0,2022,0,0,0,0,1,0,13,4,2,0,2,2,2,0,3,1,0,32
Bihar,Siwan,Siwan,26.22,84.36,135066.0,2022,1,3,10,6,22,4,187,51,29,4,58,38,28,0,32,17,11,555
Bihar,Begusarai,Sograha,25.4798,85.9992,26205.0,2022,0,0,0,1,2,0,35,14,4,0,9,5,6,0,4,3,2,96
Bihar,Araria,Sohta,26.2149,87.0826,8709.0,2022,0,0,0,0,1,0,6,3,1,0,2,2,2,0,2,0,0,22
Bihar,Katihar,Sohtha,25.6449,87.3068,16291.0,2022,0,0,1,0,2,0,22,6,2,0,6,4,3,0,2,1,1,51
Bihar,Nawada,Sokhodewara,24.8358,85.8725,10599.0,2022,0,0,0,0,1,0,9,4,1,0,4,1,2,0,2,1,0,27
Bihar,Saharsa,Solindabad,25.8463,86.5907,10131.0,2022,0,0,0,0,1,0,8,4,2,0,2,1,1,0,0,1,0,22
Bihar,Samastipur,Somnaha,25.9518,85.7042,11147.0,2022,0,0,0,0,1,0,15,2,0,0,2,2,2,0,1,1,0,30
Bihar,Begusarai,Sonapur,25.3561,86.2082,15746.0,2022,0,0,0,0,2,0,21,4,1,0,6,3,3,0,3,1,0,41
Bihar,Saharsa,Sonbarsa,25.7069,86.7379,12731.0,2022,0,0,0,0,1,0,10,5,2,0,4,1,1,0,3,1,1,39
Bihar,Vaishali,Sondho Dullah,25.9016,85.3569,11951.0,2022,0,0,0,0,2,0,13,5,2,0,4,2,2,0,2,1,0,38
Bihar,Banka,Sondiha,24.895,87.0175,19455.0,2022,0,0,1,1,2,0,22,6,3,0,5,4,4,0,3,1,1,56
Bihar,Khagaria,Sonhauli,25.5108,86.4707,18671.0,2022,0,0,1,0,2,0,16,6,2,0,3,5,2,0,4,1,0,51
Bihar,Saran,Sonpur,25.7,85.18,288102.0,2022,5,9,17,18,47,12,382,105,52,7,84,68,51,2,54,26,25,930
Bihar,Kishanganj,Sontha,26.1861,87.7766,10917.0,2022,0,0,0,0,1,0,11,3,1,0,4,2,2,0,2,1,0,30
Bihar,Samastipur,Sonupur,25.8,86.0253,12105.0,2022,0,0,0,0,2,0,19,6,1,0,4,3,2,0,1,1,0,37
Bihar,Begusarai,Sonwan,25.6258,86.2161,10338.0,2022,0,0,0,0,1,0,10,3,2,0,4,2,0,0,2,0,0,29
Bihar,Madhubani,Sothgaon,26.6046,85.9473,11678.0,2022,0,0,0,0,2,0,12,5,2,0,5,3,2,0,1,0,0,36
Bihar,Buxar,Sowan,25.554,84.2334,8785.0,2022,0,0,0,0,1,0,13,4,1,0,2,2,0,0,1,0,0,27
Bihar,Pashchim Champaran,Srinagar,26.783,84.3018,14454.0,2022,0,0,0,0,1,0,22,4,1,0,6,2,2,0,2,1,1,48
Bihar,Begusarai,Sripur,25.5861,86.0803,10995.0,2022,0,0,0,0,1,0,15,3,1,0,3,1,2,0,1,0,0,30
Bihar,Jehanabad,Suganwan,25.1176,85.0022,9073.0,2022,0,0,0,0,0,0,8,3,1,0,3,1,1,0,1,0,0,21
Bihar,Purba Champaran,Sugaon,26.7317,84.7629,18883.0,2022,0,0,1,0,2,0,16,9,3,0,5,6,4,0,2,1,1,59
Bihar,Madhubani,Sugauna,26.4077,86.2174,12842.0,2022,0,0,0,0,0,0,17,4,1,0,4,3,2,0,3,0,1,38
Bihar,Samastipur,Sughrain,25.746,86.325,16001.0,2022,0,0,0,0,1,0,19,4,1,0,3,3,3,0,3,1,0,42
Bihar,Bhojpur,Suhiya,25.6482,84.3916,9898.0,2022,0,0,0,0,0,0,15,2,1,0,4,1,2,0,2,1,0,30
Bihar,Katihar,Sujapur,25.4815,87.4435,9325.0,2022,0,0,0,0,1,0,11,2,2,0,3,1,1,0,1,0,0,25
Bihar,Katihar,Sukhasan,25.4944,87.5263,18982.0,2022,0,0,1,0,2,0,23,6,2,0,5,4,5,0,4,0,1,59
Bihar,Purnia,Sukhsena,25.7952,87.1089,17978.0,2022,0,0,0,1,1,0,23,6,1,0,5,3,4,0,3,2,1,57
Bihar,Bhagalpur,Sultanganj,25.246,86.738,52892.0,2022,1,1,2,3,9,2,75,18,12,1,19,15,12,0,13,6,3,181
Bihar,Vaishali,Sultanpur,25.6214,85.4637,11124.0,2022,0,0,0,0,1,0,11,5,1,0,3,2,2,0,2,1,0,27
Bihar,Khagaria,Sumbha,25.5789,86.3608,13246.0,2022,0,0,0,0,2,0,22,4,2,0,3,3,2,0,1,1,1,39
Bihar,Purba Champaran,Sundarpur,26.3037,84.8581,15591.0,2022,0,0,0,0,1,0,18,5,3,0,6,4,1,0,2,1,1,51
Bihar,Supaul,Supaul,26.126,86.605,2229076.0,2022,46,61,190,93,421,72,3346,1056,399,64,634,588,385,20,466,325,188,8951
Bihar,Lakhisarai,Surajgarha,25.25,86.23,290998.0,2022,5,12,15,19,61,15,384,147,44,7,92,83,66,3,76,30,19,1046
Bihar,Lakhisarai,Surajpura,25.2576,86.2283,14502.0,2022,0,0,0,0,2,0,20,4,1,0,6,3,2,0,2,1,1,49
Bihar,Sitamarhi,Sursand,26.65,85.7167,29688.0,2022,0,1,1,1,5,1,29,8,6,0,12,9,9,0,7,3,1,93
Bihar,Saran,Sutihar,25.8482,84.9712,13977.0,2022,0,0,0,0,2,0,22,5,3,0,3,3,3,0,2,1,1,42
Bihar,Samastipur,Tabhka Khas,25.6518,85.9426,15084.0,2022,0,0,0,0,2,0,19,7,2,0,6,4,3,0,2,1,0,47
Bihar,Pashchim Champaran,Tadhwa Nandpur,26.7556,84.4326,9617.0,2022,0,0,0,0,1,0,12,3,1,0,4,3,0,0,0,1,0,30
Bihar,Saran,Tajpur,25.9022,84.5055,9036.0,2022,0,0,0,0,1,0,7,1,1,0,2,1,1,0,2,0,0,18
Bihar,Araria,Tamganj,26.2478,87.1569,8830.0,2022,0,0,0,0,1,0,13,4,1,0,2,2,1,0,2,1,0,29
Bihar,Araria,Taran,26.157,87.543,11965.0,2022,0,0,0,0,1,0,10,3,1,0,2,3,2,0,1,1,0,29
Bihar,Bhagalpur,Tarar,25.1821,87.1671,10255.0,2022,0,0,0,0,1,0,11,5,2,0,4,2,1,0,2,1,0,31
Bihar,Araria,Tarauna,26.2371,87.5123,13860.0,2022,0,0,0,0,1,0,11,7,2,0,4,2,2,0,2,1,0,33
Bihar,Gaya,Tarawan,24.7295,85.2529,9328.0,2022,0,0,0,0,1,0,7,3,1,0,2,2,2,0,1,0,0,20
Bihar,Siwan,Tarwara,26.2007,84.4874,10896.0,2022,0,0,0,0,0,0,13,5,2,0,2,3,2,0,2,0,0,34
Bihar,Pashchim Champaran,Taulaha,26.9566,84.0731,22321.0,2022,0,0,1,1,3,1,24,8,2,0,9,4,5,0,4,2,2,64
Bihar,Madhubani,Teghra,26.4929,86.368,8605.0,2022,0,0,0,0,1,0,8,4,1,0,1,1,1,0,0,1,0,22
Bihar,Katihar,Teghra English,25.4072,87.741,19452.0,2022,0,0,1,0,2,0,23,7,3,0,7,6,3,0,4,2,1,62
Bihar,Gaya,Tekari,24.9425,84.8427,23259.0,2022,0,0,1,1,4,0,28,6,3,0,7,4,6,0,4,1,1,72
Bihar,Rohtas,Telkap,24.7048,84.0093,10787.0,2022,0,0,0,0,1,0,11,4,1,0,3,2,2,0,2,1,0,31
Bihar,Siwan,Telkathu,26.1124,84.3733,9320.0,2022,0,0,0,0,0,0,10,2,1,0,3,2,1,0,1,0,0,21
Bihar,Nalanda,Telmar,25.4237,85.4358,13387.0,2022,0,0,0,0,2,0,17,5,1,0,4,3,1,0,2,0,0,43
Bihar,Pashchim Champaran,Telpur,27.0548,84.3336,9930.0,2022,0,0,0,0,1,0,11,3,1,0,4,2,2,0,2,0,0,25
Bihar,Pashchim Champaran,Telua,26.6396,84.5108,15143.0,2022,0,0,1,0,2,0,20,4,2,0,7,3,4,0,2,1,1,53
Bihar,Saharsa,Telwa,25.8796,86.3837,18643.0,2022,0,0,1,1,2,0,17,6,2,0,8,3,3,0,4,1,0,52
Bihar,Bhagalpur,Tetari,25.3757,87.0691,13126.0,2022,0,0,0,0,2,0,20,6,1,0,3,4,3,0,1,1,0,46
Bihar,Sheikhpura,Teus,25.2493,85.7141,10651.0,2022,0,0,0,0,1,0,9,2,1,0,4,2,2,0,2,0,0,24
Bihar,Pashchim Champaran,Thakraha,26.7419,84.2562,38063.0,2022,0,1,2,2,6,1,50,17,6,1,12,10,5,0,6,3,1,143
Bihar,Madhubani,Thakurainia,26.2098,86.0191,9274.0,2022,0,0,0,0,1,0,10,1,2,0,3,2,2,0,0,0,0,26
Bihar,Khagaria,Thatha,25.4988,86.5908,26766.0,2022,0,0,1,1,5,1,29,10,4,0,8,8,5,0,5,2,1,91
Bihar,Darbhanga,Thathupur,25.9731,86.0296,8648.0,2022,0,0,0,0,1,0,10,4,0,0,2,1,1,0,0,0,0,24
Bihar,Siwan,Thepaha Raja Ram,26.2229,84.2523,9662.0,2022,0,0,0,0,1,0,14,2,1,0,2,2,1,0,0,1,0,27
Bihar,Gaya,Tilari,25.004,85.252,12649.0,2022,0,0,0,0,1,0,16,4,2,0,4,2,2,0,3,0,1,34
Bihar,Rohtas,Tilothu,24.8051,84.0833,18406.0,2022,0,0,0,1,2,0,21,8,2,0,7,3,4,0,2,1,1,54
Bihar,Purba Champaran,Tinkoni,26.8613,84.9647,10042.0,2022,0,0,0,0,0,0,9,4,1,0,3,2,2,0,1,1,0,25
Bihar,Saharsa,Tiri,25.8871,86.6757,10002.0,2022,0,0,0,0,1,0,16,4,2,0,4,2,0,0,2,0,0,31
Bihar,Siwan,Titara,26.2311,84.2444,12421.0,2022,0,0,0,0,0,0,20,5,1,0,3,2,3,0,3,1,1,44
Bihar,Pashchim Champaran,Tola Khadda,26.7396,84.5014,12522.0,2022,0,0,0,0,1,0,13,4,2,0,5,2,1,0,2,1,1,35
Bihar,Kishanganj,Tulshia,26.3468,87.8411,10523.0,2022,0,0,0,0,1,0,16,5,2,0,4,1,2,0,2,1,0,37
Bihar,Pashchim Champaran,Turhapatti,26.8511,84.4522,15455.0,2022,0,0,0,0,2,0,18,5,3,0,2,3,3,0,3,1,1,42
Bihar,Purba Champaran,Turkauliya,26.6079,84.8296,32986.0,2022,0,1,2,2,5,0,51,14,6,1,11,8,5,0,6,3,2,109
Bihar,Darbhanga,Turki,26.0294,86.0666,12532.0,2022,0,0,0,0,2,0,15,3,1,0,5,2,2,0,2,0,0,33
Bihar,Darbhanga,Uchti,25.9197,86.2544,9108.0,2022,0,0,0,0,0,0,10,4,1,0,2,2,1,0,1,0,0,25
Bihar,Madhubani,Udaipur Bithwar,26.2872,86.1578,13077.0,2022,0,0,0,0,1,0,11,6,1,0,4,2,2,0,1,1,1,35
Bihar,Bhojpur,Udawantnagar,25.5054,84.6216,11135.0,2022,0,0,0,0,1,0,17,3,1,0,3,1,1,0,2,1,0,30
Bihar,Darbhanga,Ughara,26.0563,86.0013,16964.0,2022,0,0,1,0,3,0,24,7,1,0,4,2,4,0,2,1,1,60
Bihar,Siwan,Ukhai Purbari Patti,26.2471,84.4066,9372.0,2022,0,0,0,0,1,0,12,3,1,0,2,2,0,0,2,0,0,26
Bihar,Begusarai,Ulao,25.4165,86.0936,18020.0,2022,0,0,0,0,2,0,18,6,3,0,5,3,3,0,4,1,1,47
Bihar,Aurangabad,Umga,24.6396,84.5577,24261.0,2022,0,0,1,1,2,0,28,12,4,0,6,5,5,0,6,2,0,77
Bihar,Purnia,Urlaha,25.744,87.0929,9745.0,2022,0,0,0,0,1,0,11,2,1,0,2,1,1,0,2,1,0,26
